N,P,K,temperature,humidity,ph,rainfall,label,yield
39.1,34.2,43.6,24.2,65.9,6.45,187.6,pomegranate,7.48
31.0,21.2,31.4,27.6,60.1,6.58,105.1,pomegranate,16.45
36.8,40.2,36.8,25.1,70.6,5.65,170.7,pomegranate,5.9
30.1,39.5,30.3,26.4,74.7,7.07,167.2,pomegranate,9.15
21.1,28.2,23.2,26.5,75.9,6.4,181.1,pomegranate,14.6
30.7,42.1,35.1,26.4,73.2,6.43,131.1,pomegranate,16.44
20.7,42.2,45.3,28.4,71.7,7.16,137.1,pomegranate,11.76
28.6,36.7,49.0,24.4,63.7,6.22,150.4,pomegranate,16.67
33.8,49.6,27.4,24.1,67.7,6.84,118.7,pomegranate,7.71
26.4,39.4,46.7,23.4,73.7,5.65,122.1,pomegranate,9.91
31.1,39.3,44.6,23.9,78.6,6.63,108.0,pomegranate,10.49
21.8,28.5,27.3,31.0,82.3,6.48,173.5,pomegranate,20.53
30.4,39.5,47.6,30.0,61.6,6.71,125.2,pomegranate,8.51
33.9,24.8,29.4,29.2,63.8,6.94,145.6,pomegranate,13.36
39.1,47.2,25.7,28.6,79.8,5.71,157.7,pomegranate,17.66
38.5,21.4,47.6,31.8,63.9,6.23,162.1,pomegranate,17.89
26.7,43.9,32.3,28.0,74.0,7.15,114.2,pomegranate,18.43
38.1,33.5,32.8,30.4,74.7,6.01,76.2,groundnut,1.15
34.1,58.7,32.7,23.0,61.1,6.38,50.0,groundnut,2.31
22.6,51.8,22.5,26.1,67.9,6.08,84.5,groundnut,1.79
24.4,40.7,33.2,22.4,57.9,6.28,48.5,groundnut,1.17
29.1,46.0,25.1,22.1,73.8,6.72,117.8,groundnut,1.01
34.2,39.9,21.3,25.0,57.2,6.84,110.2,groundnut,1.96
35.4,48.9,35.8,27.1,79.0,6.29,88.3,groundnut,2.23
38.9,41.9,34.0,24.9,71.2,6.18,73.7,groundnut,2.42
29.9,34.4,28.0,23.4,56.7,6.91,79.3,groundnut,1.25
21.5,41.9,24.6,23.6,68.3,6.72,79.0,groundnut,2.19
36.1,58.7,38.6,30.3,62.3,6.17,98.2,groundnut,2.19
32.9,54.9,34.1,28.7,56.2,6.46,42.7,groundnut,1.18
20.9,57.4,29.0,29.0,58.7,6.85,78.2,groundnut,1.86
30.8,46.9,34.9,30.1,62.7,6.92,68.3,groundnut,1.35
27.2,39.5,36.9,27.6,79.2,6.08,89.1,groundnut,1.02
27.7,50.4,34.9,24.4,59.8,6.42,59.4,groundnut,2.04
36.5,59.4,27.6,31.1,74.4,6.15,106.9,groundnut,1.83
34.1,56.6,35.2,30.2,63.0,6.97,92.9,groundnut,2.28
22.5,40.1,36.7,31.2,73.9,6.48,60.1,groundnut,1.76
37.7,47.0,27.8,27.0,78.3,6.61,58.3,groundnut,1.82
26.2,52.1,25.4,26.9,66.0,6.47,85.3,groundnut,2.01
25.8,53.2,38.2,22.4,56.8,6.93,51.8,groundnut,2.32
22.4,33.1,39.5,24.5,68.5,6.24,88.1,groundnut,2.32
20.9,47.9,33.2,24.0,74.1,6.63,40.8,groundnut,2.33
24.6,32.6,27.5,25.1,62.4,6.79,91.7,groundnut,1.12
34.5,45.4,39.9,24.8,56.5,6.03,65.6,groundnut,1.83
31.3,57.0,35.9,28.7,71.5,6.73,79.5,groundnut,1.64
22.0,46.9,29.5,23.2,61.7,6.79,60.4,groundnut,1.61
23.4,52.7,21.3,24.9,79.5,6.48,88.5,groundnut,1.93
27.4,42.0,24.6,24.3,70.2,6.11,50.3,groundnut,1.88
32.2,30.8,34.1,30.5,68.1,6.84,72.0,groundnut,1.12
28.9,56.0,26.7,25.2,77.2,6.25,91.4,groundnut,1.59
23.8,51.7,31.0,31.8,79.9,6.79,48.3,groundnut,1.59
32.8,56.4,36.0,25.1,59.9,6.32,95.7,groundnut,1.68
34.8,31.3,28.2,26.6,67.6,6.14,99.8,groundnut,2.38
39.0,37.7,23.2,22.7,73.0,6.16,115.1,groundnut,1.86
28.7,52.0,28.9,27.4,74.3,6.24,110.8,groundnut,1.94
24.8,32.7,21.5,28.5,58.8,7.0,116.9,groundnut,1.25
25.2,40.2,24.8,30.3,77.3,6.04,61.6,groundnut,1.69
21.8,54.9,38.7,26.0,76.4,6.68,87.3,groundnut,2.17
31.0,38.2,34.2,23.6,61.1,6.48,70.8,groundnut,1.31
37.2,47.7,27.5,30.5,75.6,6.11,85.4,groundnut,1.43
34.4,30.3,30.3,24.9,68.4,6.11,105.4,groundnut,1.89
35.4,31.1,31.9,27.0,56.0,6.25,46.2,groundnut,1.99
21.8,33.3,37.6,24.0,62.6,6.68,44.9,groundnut,2.41
37.0,40.8,23.0,25.8,79.3,6.53,44.7,groundnut,2.4
21.1,31.4,36.5,23.5,59.5,6.94,88.9,groundnut,1.47
24.9,44.8,26.7,28.2,74.0,6.35,51.5,groundnut,1.53
35.7,53.6,39.5,30.2,79.2,6.63,58.3,groundnut,1.88
21.7,39.0,27.3,29.1,64.1,6.0,113.4,groundnut,1.7
25.0,33.7,38.1,24.3,78.5,6.26,103.9,groundnut,1.16
27.4,40.0,39.8,29.2,61.4,6.75,50.4,groundnut,2.35
23.8,38.2,23.1,31.3,62.6,6.14,105.0,groundnut,1.39
33.4,30.2,36.6,27.6,61.2,6.47,61.0,groundnut,1.9
35.4,44.0,35.7,22.7,78.0,6.19,106.9,groundnut,1.7
27.2,57.5,36.7,29.2,64.5,6.59,58.6,groundnut,1.97
36.6,51.1,27.7,28.6,63.1,6.16,58.8,groundnut,1.54
33.6,52.2,29.1,31.9,77.3,6.09,76.8,groundnut,2.45
27.6,58.4,35.5,30.3,77.0,6.17,95.9,groundnut,2.32
20.9,35.4,34.8,28.9,77.3,6.32,89.7,groundnut,0.96
31.1,52.5,25.7,22.8,56.6,6.81,52.2,groundnut,2.21
30.8,37.9,21.0,27.4,64.2,6.44,88.1,groundnut,1.41
33.2,32.7,27.0,22.9,55.2,6.05,87.4,groundnut,1.3
35.2,30.3,31.5,22.1,57.7,6.99,76.6,groundnut,1.12
38.3,46.5,34.1,29.8,73.4,6.49,106.6,groundnut,1.8
20.1,40.8,21.7,22.6,66.7,6.94,48.4,groundnut,1.33
28.0,52.8,30.8,28.0,59.0,6.35,89.7,groundnut,0.99
27.7,50.2,30.2,29.2,73.2,6.03,112.1,groundnut,2.27
29.7,39.2,38.1,25.8,64.9,6.91,88.1,groundnut,1.21
35.9,40.1,30.5,28.3,67.8,7.0,80.5,groundnut,2.03
22.7,31.3,39.5,29.3,64.8,6.02,53.3,groundnut,1.03
31.1,34.8,32.8,31.5,79.8,6.83,75.5,groundnut,1.82
23.1,55.6,33.5,28.4,60.5,6.15,109.8,groundnut,1.21
32.5,51.1,22.4,24.1,74.7,6.93,78.1,groundnut,2.28
34.1,46.7,36.9,29.8,62.1,6.15,104.6,groundnut,1.09
29.5,32.3,33.8,26.8,76.5,6.21,40.2,groundnut,1.17
33.0,40.9,22.4,31.8,57.7,6.36,110.1,groundnut,2.02
39.4,45.0,20.2,22.1,78.5,6.28,105.0,groundnut,1.05
37.1,59.8,21.0,23.7,73.1,6.53,72.5,groundnut,1.21
23.4,38.0,26.5,23.4,68.4,6.34,88.6,groundnut,1.36
37.5,45.3,26.4,22.2,69.9,6.78,92.0,groundnut,2.21
39.4,36.3,25.3,27.1,55.1,6.44,55.7,groundnut,2.12
32.3,42.7,26.2,30.3,67.7,6.5,49.1,groundnut,1.35
34.0,55.4,39.9,26.3,66.3,6.77,65.7,groundnut,1.71
24.7,38.4,27.1,27.8,61.8,6.21,52.0,groundnut,2.2
38.1,54.6,22.7,23.0,67.5,6.52,98.6,groundnut,1.38
26.2,47.3,37.3,27.2,73.8,6.75,103.2,groundnut,2.23
27.3,54.1,31.6,28.1,65.3,6.2,76.6,groundnut,2.47
25.4,33.9,29.6,24.9,72.2,6.14,59.8,groundnut,1.06
36.3,57.2,35.3,30.7,57.2,6.9,77.3,groundnut,2.28
27.0,37.9,22.4,26.1,67.4,6.98,43.0,groundnut,1.83
20.5,39.9,28.5,26.9,60.8,6.03,63.5,groundnut,2.18
23.6,49.4,38.5,23.7,58.2,6.02,53.8,groundnut,2.26
30.8,40.0,36.1,24.0,58.5,6.09,108.1,groundnut,2.2
22.9,41.5,36.3,31.2,67.8,6.12,118.3,groundnut,1.55
22.4,30.4,32.1,28.1,60.9,6.16,82.2,groundnut,1.61
24.4,55.8,39.7,25.6,72.5,6.87,42.2,groundnut,2.5
31.1,46.2,24.9,29.8,73.3,6.1,85.0,groundnut,2.52
32.5,36.0,26.9,23.5,75.5,6.78,112.8,groundnut,1.13
39.3,50.2,37.6,26.4,62.8,6.15,42.5,groundnut,1.01
